schoolid	year	term	time	covid	after_covid	single_gender_sch	area_code	grade	male	female	pupil_teacher_ratio	dropout_rate	asp_enrollment	asp_participant	budget_revenue	settlement_revenue	budget_expense	settlement_expense	ppexp	korean_mean	korean_sd	math_mean	math_sd	english_mean	english_sd	schooltype	private	enrollment	zipcode	latitude	longitude	term_num	house_price	library	pop	library_per	divorce	priv_academy	fiscal_auto	fiscal_indep
S010005582	2022	fall	8	1	6	0	4	2	68	91	10	1	20	20	828874000	2166397953	828874000	2089646387	4097346	63	26	50	25	53	28	0	0	159	7635	37.54975914	126.8247531	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010005270	2022	fall	8	1	6	0	4	2	63	80	8	5	12	12	866064000	2941266478	866064000	2826518651	6482841	61	23	50	27	41	29	0	0	143	7531	37.560416	126.863464	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000503	2022	fall	8	1	6	1	4	2	250	0	13	2	141	307	6971890000	10333757823	6971890000	10297735298	12604327	60	25	40	24	50	31	0	1	250	7669	37.54728582	126.8620613	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000418	2022	fall	8	1	6	2	4	2	0	286	12	3	26	26	7748294000	12441770118	7748294000	11593039531	12050977	62	19	45	26	52	23	0	1	286	7640	37.54862294	126.8290243	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000565	2022	fall	8	1	6	1	4	2	239	0	12	1	90	133	6123778000	10094304704	6123778000	9955347715	13273797	68	15	58	20	58	20	0	1	239	7640	37.5480514	126.831698	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000429	2022	fall	8	1	6	1	4	2	237	0	14	2	80	88	6080724000	9724103494	6080724000	9583402300	12429834	72	18	63	21	61	22	0	1	237	7576	37.55998993	126.8531329	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000551	2022	fall	8	1	6	0	4	2	41	11	9	28	30	61	3376000000	6397921981	3376000000	5705605690	26172504	65	27	48	22	56	22	0	1	52	7732	37.53884398	126.8579401	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000431	2022	fall	8	1	6	1	4	2	233	0	13	1	359	359	12239742000	13733425601	12239742000	13710220094	18452516	74	19	65	21	64	21	0	1	233	7633	37.554327	126.83545	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000584	2022	fall	8	1	6	1	4	2	151	0	12	0	211	298	5074933000	8632000994	5074933000	8617907693	17623534	74	18	64	19	56	25	0	1	151	7529	37.56902103	126.8470796	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000380	2022	fall	8	1	6	2	4	2	0	191	13	2	51	51	6044074000	8751467307	6044074000	8733959426	14508238	70	18	60	20	56	25	0	1	191	7589	37.55782075	126.8505974	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010005208	2022	fall	8	1	6	0	4	2	55	87	10	3	60	63	798271000	2641010388	798271000	2629852441	5356115	65	23	54	25	66	15	0	0	142	7580	37.56294567	126.8450457	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000432	2022	fall	8	1	6	2	4	2	0	318	13	3	98	119	8693502000	12296168759	8693502000	12272220729	12247725	65	22	62	19	46	27	0	1	318	7633	37.553987	126.834306	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000573	2022	fall	8	1	6	0	4	2	54	181	12	1	364	561	18892650000	21912332918	18892650000	11802163047	16123174	89	9	80	11	86	12	2	1	235	7633	37.55424	126.83343	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000413	2022	fall	8	1	6	1	4	2	312	0	13	2	139	152	6717856000	10062135621	6717856000	9937124486	10244458	51	25	48	26	38	25	0	1	312	7672	37.539175	126.862546	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000554	2022	fall	8	1	6	0	4	2	84	98	10	1	127	142	5856296000	8522127712	5856296000	8490581753	14538667	68	16	63	20	62	19	0	1	182	7507	37.5747918	126.8081443	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000389	2022	fall	8	1	6	0	4	2	102	105	11	1	0	0	961151000	2512025789	961151000	2473771965	3865269	61	23	45	27	48	26	0	0	207	7597	37.570122	126.81842	2	1248.93	9	570368	1.58	1.5	1.2	40.3	20.8
S010000380	2023	spring	9	1	7	2	4	2	0	194	13	5	66	75	6528396000		6528396000			79	11	69	15	65	18	0	1	194	7589	37.55782075	126.8505974	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000573	2023	spring	9	1	7	0	4	2	54	176	11	4	296	462	20361639000		20361639000			86	10	85	6	88	10	2	1	230	7633	37.55424	126.83343	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000413	2023	spring	9	1	7	1	4	2	311	0	13	2	153	183	6748701000		6748701000			70	19	66	17	62	17	0	1	311	7672	37.539175	126.862546	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000554	2023	spring	9	1	7	0	4	2	86	104	10	1	123	123	5698407000		5698407000			69	14	67	15	64	17	0	1	190	7507	37.5747918	126.8081443	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000389	2023	spring	9	1	7	0	4	2	108	104	12	2	8	8	1013592000		1013592000			69	20	48	20	69	17	0	0	212	7597	37.570122	126.81842	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000551	2023	spring	9	1	7	0	4	2	73	23	10	15	0	20	3279474000		3279474000			61	18	50	21	50	23	0	1	96	7732	37.53884398	126.8579401	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000565	2023	spring	9	1	7	1	4	2	243	0	12	1	107	236	6292569000		6292569000			71	16	61	16	64	20	0	1	243	7640	37.5480514	126.831698	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010005270	2023	spring	9	1	7	0	4	2	59	88	9	4	36	36	829325000		829325000			67	23	52	24	51	28	0	0	147	7531	37.560416	126.863464	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000431	2023	spring	9	1	7	1	4	2	248	0	13	1	464	813	12478240000		12478240000			78	16	72	16	73	15	0	1	248	7633	37.554327	126.83545	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000584	2023	spring	9	1	7	1	4	2	158	0	12	1	274	274	4791542000		4791542000			81	14	63	18	59	25	0	1	158	7529	37.56902103	126.8470796	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000503	2023	spring	9	1	7	1	4	2	257	0	12	2	71	78	7046448000		7046448000			71	19	54	27	60	26	0	1	257	7669	37.54728582	126.8620613	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010005208	2023	spring	9	1	7	0	4	2	65	112	9	3	47	47	838478000		838478000			69	21	59	24	68	12	0	0	177	7580	37.56294567	126.8450457	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000432	2023	spring	9	1	7	2	4	2	0	337	13	2	198	198	9084270000		9084270000			71	22	70	15	70	15	0	1	337	7633	37.553987	126.834306	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010005582	2023	spring	9	1	7	0	4	2	74	93	10	6	14	14	832111000		832111000			65	18	58	24	56	26	0	0	167	7635	37.54975914	126.8247531	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000418	2023	spring	9	1	7	2	4	2	0	301	11	3	89	98	7566926000		7566926000			73	13	63	18	66	17	0	1	301	7640	37.54862294	126.8290243	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000429	2023	spring	9	1	7	1	4	2	254	0	14	1	161	161	6308519000		6308519000			76	18	63	20	68	23	0	1	254	7576	37.55998993	126.8531329	1	1188.31	9	568287	1.58	1.5	1.3	39	21.1
S010000519	2019	spring	1	0	0	0	5	2	85	81	11	2	45	37	1372357000	2861214230	1372357000	2821957770	5264847	68	22	43	23	52	29	0	0	132	8796	37.47230911	126.9704819	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000499	2019	spring	1	0	0	0	5	2	64	87	10	4	207	143	5427950000	7674589429	5427950000	7217169899	16002594	71	19	47	27	57	23	0	1	179	8831	37.47628403	126.9442062	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000484	2019	spring	1	0	0	0	5	2	63	109	13	5	83	70	1487362000	3127836963	1487362000	2597293010	4800912	76	16	51	25	58	24	0	0	143	8772	37.47838211	126.9166412	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000437	2019	spring	1	0	0	2	5	2	0	198	12	2	431	298	7324990000	8092831944	7324990000	8026902214	12502963	70	16	55	23	67	22	0	1	180	8833	37.47341537	126.9510803	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000458	2019	spring	1	0	0	0	5	2	30	165	20	2	865	408	7307000000	6520826937	7307000000	6221015891	10526254	71	17	55	21	65	20	0	1	176	8802	37.4770546	126.96698	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000448	2019	spring	1	0	0	0	5	2	61	82	9	4	99	81	1617244000	3059955546	1617244000	2993170476	6711145	58	24	58	25	61	17	0	0	131	8815	37.4691391	126.9436722	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000406	2019	spring	1	0	0	0	5	2	106	154	13	2	46	45	1848671000	4454009127	1848671000	4068418210	5256355	63	23	54	26	57	27	0	0	236	8712	37.49168777	126.9346314	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010005528	2019	spring	1	0	0	0	5	2	104	89	12	0	68	61	1809763000	2692245053	1809763000	2642955590	4175285	65	25	54	22	67	21	0	0	183	8723	37.49245834	126.950058	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000470	2019	spring	1	0	0	1	5	2	221	0	14	1	539	410	8099218000	9481645238	8099218000	9417830716	12830832	75	19	60	18	75	20	0	1	196	8773	37.47981644	126.9197159	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000403	2019	spring	1	0	0	1	5	2	248	0	12	3	634	398	8228872000	10762655187	8228872000	10191695271	13698515	61	26	47	29	58	26	0	1	196	8854	37.4723587	126.924736	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000439	2019	spring	1	0	0	2	5	2	0	169	11	2	577	322	5813759000	9013793224	5813759000	8838465937	17029800	78	19	59	22	70	21	0	1	164	8821	37.46675873	126.9332733	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000394	2019	spring	1	0	0	0	5	2	80	111	11	2	584	370	6774311000	8475630902	6774311000	8426290347	14233599	57	20	54	22	52	22	0	1	178	8847	37.46447754	126.9259415	1	685.82	5	502615	0.99	1.8	0.9	43.6	18.7
S010000458	2019	fall	2	0	0	0	5	2	30	165	20	2	865	408	7307000000	6520826937	7307000000	6221015891	10526254	54	20	52	19	56	22	0	1	176	8802	37.4770546	126.96698	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000394	2019	fall	2	0	0	0	5	2	80	111	11	2	584	370	6774311000	8475630902	6774311000	8426290347	14233599	44	22	50	22	45	25	0	1	178	8847	37.46447754	126.9259415	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000437	2019	fall	2	0	0	2	5	2	0	198	12	2	431	298	7324990000	8092831944	7324990000	8026902214	12502963	66	18	47	27	58	21	0	1	180	8833	37.47341537	126.9510803	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000499	2019	fall	2	0	0	0	5	2	64	87	10	4	207	143	5427950000	7674589429	5427950000	7217169899	16002594	73	18	43	31	59	22	0	1	179	8831	37.47628403	126.9442062	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000406	2019	fall	2	0	0	0	5	2	106	154	13	2	46	45	1848671000	4454009127	1848671000	4068418210	5256355	52	27	42	28	41	26	0	0	236	8712	37.49168777	126.9346314	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010005528	2019	fall	2	0	0	0	5	2	104	89	12	0	68	61	1809763000	2692245053	1809763000	2642955590	4175285	58	25	55	24	65	23	0	0	183	8723	37.49245834	126.950058	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000448	2019	fall	2	0	0	0	5	2	61	82	9	4	99	81	1617244000	3059955546	1617244000	2993170476	6711145	58	24	54	24	49	24	0	0	131	8815	37.4691391	126.9436722	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000470	2019	fall	2	0	0	1	5	2	221	0	14	1	539	410	8099218000	9481645238	8099218000	9417830716	12830832	69	23	67	17	66	22	0	1	196	8773	37.47981644	126.9197159	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000439	2019	fall	2	0	0	2	5	2	0	169	11	2	577	322	5813759000	9013793224	5813759000	8838465937	17029800	67	20	53	24	68	22	0	1	164	8821	37.46675873	126.9332733	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000484	2019	fall	2	0	0	0	5	2	63	109	13	5	83	70	1487362000	3127836963	1487362000	2597293010	4800912	95	2	53	26	54	26	0	0	143	8772	37.47838211	126.9166412	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000403	2019	fall	2	0	0	1	5	2	248	0	12	3	634	398	8228872000	10762655187	8228872000	10191695271	13698515	56	26	35	22	46	30	0	1	196	8854	37.4723587	126.924736	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000519	2019	fall	2	0	0	0	5	2	85	81	11	2	45	37	1372357000	2861214230	1372357000	2821957770	5264847	65	22	44	27	54	29	0	0	132	8796	37.47230911	126.9704819	2	700.35	5	502117	1	1.8	0.9	43.6	18.7
S010000458	2020	spring	3	1	1	0	5	2	24	163	19	2	0	0	5871618000	5735194151	5871618000	5531045227	9876866	63	13	54	16	57	19	0	1	176	8802	37.4770546	126.96698	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010000394	2020	spring	3	1	1	0	5	2	77	105	11	2	68	54	5990766000	6680026869	5990766000	6556894523	12030999	62	20	52	19	58	25	0	1	178	8847	37.46447754	126.9259415	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010000448	2020	spring	3	1	1	0	5	2	63	67	9	3	0	0	1383952000	2451430513	1383952000	2340682479	5808145	77	16	49	25	47	24	0	0	131	8815	37.4691391	126.9436722	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010000519	2020	spring	3	1	1	0	5	2	84	87	9	2	0	0	1530675000	3056418704	1530675000	2974643972	6108099	62	22	50	26	51	29	0	0	132	8796	37.47230911	126.9704819	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010000403	2020	spring	3	1	1	1	5	2	231	0	12	1	0	0	7194466000	10206165106	7194466000	8987484341	13044244	63	22	59	22	61	25	0	1	196	8854	37.4723587	126.924736	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010000470	2020	spring	3	1	1	1	5	2	243	0	13	1	169	169	6526459000	7109135221	6526459000	6956063663	10476000	71	25	60	19	71	23	0	1	196	8773	37.47981644	126.9197159	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010000499	2020	spring	3	1	1	0	5	2	66	83	10	1	149	122	4270326000	9438477878	4270326000	5929819677	12975535	57	19	48	31	57	28	0	1	179	8831	37.47628403	126.9442062	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010000484	2020	spring	3	1	1	0	5	2	68	101	12	2	0	0	1121791000	3985178922	1121791000	3907702395	7707500	65	25	50	28	62	25	0	0	143	8772	37.47838211	126.9166412	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010000437	2020	spring	3	1	1	2	5	2	0	212	12	1	0	0	6982686000	7321420276	6982686000	7297740333	11789564	78	14	59	23	68	21	0	1	180	8833	37.47341537	126.9510803	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010000406	2020	spring	3	1	1	0	5	2	107	148	12	3	0	0	958678000	4206945657	958678000	4100059025	5481363	62	21	43	22	53	25	0	0	236	8712	37.49168777	126.9346314	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010000439	2020	spring	3	1	1	2	5	2	0	159	11	1	126	126	5822764000	6480897449	5822764000	6428390711	12530976	70	18	55	22	71	18	0	1	164	8821	37.46675873	126.9332733	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010005528	2020	spring	3	1	1	0	5	2	113	89	11	2	0	0	1698474000	3077848310	1698474000	2961515825	4846998	64	25	54	20	67	22	0	0	183	8723	37.49245834	126.950058	1	767.49	5	499374	1	1.6	0.9	45.5	19.3
S010005528	2020	fall	4	1	2	0	5	2	113	89	11	2	0	0	1698474000	3077848310	1698474000	2961515825	4846998	77	20	49	25	60	22	0	0	183	8723	37.49245834	126.950058	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000458	2020	fall	4	1	2	0	5	2	24	163	19	2	0	0	5871618000	5735194151	5871618000	5531045227	9876866	54	20	52	19	56	22	0	1	176	8802	37.4770546	126.96698	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000437	2020	fall	4	1	2	2	5	2	0	212	12	1	0	0	6982686000	7321420276	6982686000	7297740333	11789564	74	19	58	27	68	24	0	1	180	8833	37.47341537	126.9510803	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000470	2020	fall	4	1	2	1	5	2	243	0	13	1	169	169	6526459000	7109135221	6526459000	6956063663	10476000	65	26	56	19	48	24	0	1	196	8773	37.47981644	126.9197159	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000519	2020	fall	4	1	2	0	5	2	84	87	9	2	0	0	1530675000	3056418704	1530675000	2974643972	6108099	58	25	52	28	45	29	0	0	132	8796	37.47230911	126.9704819	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000406	2020	fall	4	1	2	0	5	2	107	148	12	3	0	0	958678000	4206945657	958678000	4100059025	5481363	52	27	42	28	41	26	0	0	236	8712	37.49168777	126.9346314	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000448	2020	fall	4	1	2	0	5	2	63	67	9	3	0	0	1383952000	2451430513	1383952000	2340682479	5808145	77	16	49	25	47	24	0	0	131	8815	37.4691391	126.9436722	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000499	2020	fall	4	1	2	0	5	2	66	83	10	1	149	122	4270326000	9438477878	4270326000	5929819677	12975535	62	21	46	30	56	25	0	1	179	8831	37.47628403	126.9442062	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000439	2020	fall	4	1	2	2	5	2	0	159	11	1	126	126	5822764000	6480897449	5822764000	6428390711	12530976	70	18	59	24	71	18	0	1	164	8821	37.46675873	126.9332733	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000394	2020	fall	4	1	2	0	5	2	77	105	11	2	68	54	5990766000	6680026869	5990766000	6556894523	12030999	62	19	71	19	71	24	0	1	178	8847	37.46447754	126.9259415	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000403	2020	fall	4	1	2	1	5	2	231	0	12	1	0	0	7194466000	10206165106	7194466000	8987484341	13044244	63	22	59	21	61	25	0	1	196	8854	37.4723587	126.924736	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000484	2020	fall	4	1	2	0	5	2	68	101	12	2	0	0	1121791000	3985178922	1121791000	3907702395	7707500	59	22	51	29	59	25	0	0	143	8772	37.47838211	126.9166412	2	861.09	5	498574	1	1.6	0.9	45.5	19.3
S010000403	2021	spring	5	1	3	1	5	2	220	0	11	3	126	126	6455758000	10839447337	6455758000	10629345348	16327719	65	19	47	25	60	22	0	1	220	8854	37.4723587	126.924736	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000484	2021	spring	5	1	3	0	5	2	66	77	10	0	34	34	766629000	2944151866	766629000	2795772160	5717326	67	22	55	29	61	27	0	0	143	8772	37.47838211	126.9166412	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010005528	2021	spring	5	1	3	0	5	2	112	86	11	1	0	0	964900000	2788473549	964900000	2692850910	4488085	73	17	80	33	76	16	0	0	198	8723	37.49245834	126.950058	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000458	2021	spring	5	1	3	0	5	2	28	150	15	1	404	732	4655053000	7016009765	4655053000	6728469165	12300675	63	13	54	16	57	19	0	1	178	8802	37.4770546	126.96698	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000448	2021	spring	5	1	3	0	5	2	66	65	10	0	0	0	763726000	2031815304	763726000	1792196436	4480491	64	23	42	22	64	23	0	0	131	8815	37.4691391	126.9436722	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000394	2021	spring	5	1	3	0	5	2	80	92	10	0	144	144	6701451000	7630941643	6701451000	7202564405	13824500	73	16	68	13	59	22	0	1	172	8847	37.46447754	126.9259415	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000470	2021	spring	5	1	3	1	5	2	208	0	13	0	121	139	6314468000	7712662555	6314468000	7304589809	11342531	69	23	66	17	65	19	0	1	208	8773	37.47981644	126.9197159	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000519	2021	spring	5	1	3	0	5	2	67	87	10	1	14	14	789179000	2422807623	789179000	2239018470	4856873	58	23	34	20	50	28	0	0	154	8796	37.47230911	126.9704819	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000437	2021	spring	5	1	3	2	5	2	0	200	12	1	182	216	5580775000	7284403701	5580775000	6825820488	11357438	73	13	57	19	62	23	0	1	200	8833	37.47341537	126.9510803	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000499	2021	spring	5	1	3	0	5	2	75	82	12	2	78	94	4164914000	11814658268	4164914000	7422069366	16065085	60	21	41	25	47	24	0	1	157	8831	37.47628403	126.9442062	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000406	2021	spring	5	1	3	0	5	2	111	138	12	2	0	0	849398000	3691727379	849398000	3003710430	4097832	66	23	61	23	61	23	0	0	249	8712	37.49168777	126.9346314	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000439	2021	spring	5	1	3	2	5	2	0	180	12	3	204	449	4512505000	7603956555	4512505000	7567790369	15319414	73	15	64	17	71	18	0	1	180	8821	37.46675873	126.9332733	1	965.77	5	490352	1.02	1.5	0.9	45.6	19.7
S010000394	2021	fall	6	1	4	0	5	2	80	92	10	0	144	144	6701451000	7630941643	6701451000	7202564405	13824500	58	20	56	23	54	23	0	1	172	8847	37.46447593	126.9259388	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000437	2021	fall	6	1	4	2	5	2	0	200	12	1	182	216	5580775000	7284403701	5580775000	6825820488	11357438	77	17	56	23	63	22	0	1	200	8833	37.473416	126.951081	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000403	2021	fall	6	1	4	1	5	2	220	0	11	3	126	126	6455758000	10839447337	6455758000	10629345348	16327719	66	23	60	25	58	24	0	1	220	8854	37.472357	126.924738	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000448	2021	fall	6	1	4	0	5	2	66	65	10	0	0	0	763726000	2031815304	763726000	1792196436	4480491	72	17	47	25	54	24	0	0	131	8815	37.46913853	126.9436684	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000519	2021	fall	6	1	4	0	5	2	67	87	10	1	14	14	789179000	2422807623	789179000	2239018470	4856873	58	27	36	25	49	29	0	0	154	8796	37.47230902	126.9704855	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000439	2021	fall	6	1	4	2	5	2	0	180	12	3	204	449	4512505000	7603956555	4512505000	7567790369	15319414	68	20	61	26	68	21	0	1	180	8821	37.466758	126.933272	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000484	2021	fall	6	1	4	0	5	2	66	77	10	0	34	34	766629000	2944151866	766629000	2795772160	5717326	60	22	49	29	55	27	0	0	143	8772	37.4783835	126.9166401	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000406	2021	fall	6	1	4	0	5	2	111	138	12	2	0	0	849398000	3691727379	849398000	3003710430	4097832	66	22	42	26	49	25	0	0	249	8712	37.491688	126.934635	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010005528	2021	fall	6	1	4	0	5	2	112	86	11	1	0	0	964900000	2788473549	964900000	2692850910	4488085	62	27	56	21	66	24	0	0	198	8723	37.492457	126.950056	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000470	2021	fall	6	1	4	1	5	2	208	0	13	0	121	139	6314468000	7712662555	6314468000	7304589809	11342531	68	24	64	17	63	22	0	1	208	8773	37.479815	126.919719	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000499	2021	fall	6	1	4	0	5	2	75	82	12	2	78	94	4164914000	11814658268	4164914000	7422069366	16065085	58	21	39	28	53	22	0	1	157	8831	37.476283	126.944206	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000458	2021	fall	6	1	4	0	5	2	28	150	15	1	404	732	4655053000	7016009765	4655053000	6728469165	12300675	57	20	54	14	59	22	0	1	178	8802	37.477056	126.966983	2	1055.69	5	488029	1.02	1.5	0.9	45.6	19.7
S010000437	2022	spring	7	1	5	2	5	2	0	180	11	4	118	131	5861758000	7989927699	5861758000	7989566353	13798906	83	13	64	17	71	16	0	1	180	8833	37.473416	126.951081	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010000403	2022	spring	7	1	5	1	5	2	196	0	11	1	163	217	6357808000	11243254664	6357808000	9706505610	15555298	78	16	67	21	56	26	0	1	196	8854	37.472357	126.924738	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010000458	2022	spring	7	1	5	0	5	2	33	143	12	1	471	633	4936176000	7315155050	4936176000	7288116202	13496512	75	14	55	18	54	19	0	1	176	8802	37.477056	126.966983	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010000406	2022	spring	7	1	5	0	5	2	103	133	12	5	36	36	932918000	3927331192	932918000	3897597707	5458821	72	19	51	25	59	24	0	0	236	8712	37.491688	126.934635	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010005528	2022	spring	7	1	5	0	5	2	80	103	11	2	13	26	885923000	2807422115	885923000	2782965568	4798217	64	21	60	20	59	25	0	0	183	8723	37.492457	126.950056	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010000439	2022	spring	7	1	5	2	5	2	0	155	12	1	201	256	4361323000	7306326840	4361323000	6970965921	14054367	72	19	55	20	74	18	0	1	155	8821	37.466758	126.933272	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010000519	2022	spring	7	1	5	0	5	2	61	71	9	5	27	27	840399000	3739075575	840399000	3278584042	7589315	67	22	51	22	56	25	0	0	132	8796	37.47230902	126.9704855	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010000470	2022	spring	7	1	5	1	5	2	196	0	13	1	186	216	6256389000	9671882705	6256389000	9217273903	15085555	80	16	61	13	71	22	0	1	196	8773	37.479815	126.919719	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010000484	2022	spring	7	1	5	0	5	2	52	107	11	1	11	11	779438000	3237249065	779438000	3043408995	6434269	58	20	54	29	62	22	0	0	159	8772	37.4783835	126.9166401	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010000394	2022	spring	7	1	5	0	5	2	75	82	11	1	150	205	5585289000	7784516399	5585289000	7699449339	15186291	63	20	51	20	58	25	0	1	157	8847	37.46447593	126.9259388	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
S010000499	2022	spring	7	1	5	0	5	2	72	91	12	3	27	61	4257647000	14446541095	4257647000	14065690647	28473058	66	18	39	27	61	18	0	1	163	8831	37.476283	126.944206	1	1082.67	5	486375	1.03	1.4	0.9	46.4	19.6
