schoolid	year	term	time	COVID-19	after_covid	single_gender_sch	area_code	grade	male	female	pupil_teacher_ratio	dropout_rate	asp_enrollment	asp_participant	settlement_revenue	settlement_expense	ppexp	Subjects	Score	schooltype	private	enrollment	zipcode	latitude	longitude	term_num	house_price	library	pop	library_per	divorce	priv_academy	fiscal_auto	fiscal_indep
S010000542	2022	fall	8	After	6	0	1	2	68	95	9	6	0	0	2562653974	2485198550	4751814	Korean	51	0	0	163	6009	37.52800121	127.0437006	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000405	2022	fall	8	After	6	1	1	2	345	0	15	2	0	0	9312610747	9172096739	8445761	Korean	71	0	1	345	6278	37.495834	127.056676	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000375	2022	fall	8	After	6	1	1	2	321	0	12	2	31	31	6630032286	6483385502	6087686	Korean	62	0	0	321	6086	37.51756598	127.0560739	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000400	2022	fall	8	After	6	0	1	2	63	115	9	1	0	0	3072101951	2990040752	5264157	Korean	58	0	0	178	6003	37.530973	127.032648	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000548	2022	fall	8	After	6	0	1	2	108	151	13	1	44	46	20383756808	10880237666	13382826	Korean	67	0	1	259	6373	37.471327	127.0999477	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000479	2022	fall	8	After	6	2	1	2	0	352	14	2	2	2	12912580058	12853819518	11435782	Korean	80	0	1	352	6277	37.49147446	127.0526124	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000538	2022	fall	8	After	6	2	1	2	0	280	14	1	0	0	11313648738	9532131854	10869022	Korean	78	0	1	280	6213	37.501828	127.046904	2	2572.9	16	530103	3.02	1.3	4.7	60.9	58.9
S010000459	2023	spring	9	After	7	0	1	2	78	89	11	2	36	38				Korean	67	0	1	167	6348	37.490313	127.102365	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000479	2023	spring	9	After	7	2	1	2	0	384	15	1	0	0				Korean	84	0	1	384	6277	37.49147446	127.0526124	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000538	2023	spring	9	After	7	2	1	2	0	287	15	2	0	0				Korean	78	0	1	287	6213	37.501828	127.046904	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000548	2023	spring	9	After	7	0	1	2	103	189	14	0	49	49				Korean	74	0	1	292	6373	37.471327	127.0999477	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000559	2023	spring	9	After	7	0	1	2	130	219	14	3	11	11				Korean	68	1	1	349	6000	37.525398	127.022736	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000495	2023	spring	9	After	7	1	1	2	233	0	11	3	61	61				Korean	78	0	1	233	6065	37.520183	127.043348	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000376	2023	spring	9	After	7	2	1	2	0	339	12	4	0	0				Korean	74	0	0	339	6324	37.48688726	127.0655669	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000405	2023	spring	9	After	7	1	1	2	357	0	15	2	0	0				Korean	80	0	1	357	6278	37.495834	127.056676	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000373	2023	spring	9	After	7	0	1	2	101	115	12	2	0	0				Korean	51	0	0	216	6324	37.48495876	127.0594054	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000531	2023	spring	9	After	7	1	1	2	362	0	15	1	0	0				Korean	83	1	1	362	6338	37.49371459	127.0809111	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000375	2023	spring	9	After	7	1	1	2	330	0	13	2	27	27				Korean	69	0	0	330	6086	37.51756598	127.0560739	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000568	2023	spring	9	After	7	1	1	2	406	0	17	1	55	55				Korean	80	1	1	406	6183	37.505109	127.06142	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000400	2023	spring	9	After	7	0	1	2	55	124	9	2	0	0				Korean	70	0	0	179	6003	37.530973	127.032648	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000532	2023	spring	9	After	7	1	1	2	287	0	13	4	10	10				Korean	74	0	1	287	6350	37.48571689	127.0814362	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000514	2023	spring	9	After	7	2	1	2	0	224	13	2	0	0				Korean	80	0	1	224	6264	37.4879414	127.0359252	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000534	2023	spring	9	After	7	0	1	2	135	197	14	3	0	0				Korean	75	0	1	332	6277	37.49190717	127.0521106	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000542	2023	spring	9	After	7	0	1	2	65	99	8	4	0	0				Korean	57	0	0	164	6009	37.52800121	127.0437006	1	2596.23	16	532798	3	1.3	4.8	62.1	60.4
S010000371	2019	spring	1	Before	0	0	2	2	104	79	13	0	894	529	8023106764	7911653078	12885428	Korean	63	0	1	195	5279	37.54988861	127.1607056	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000576	2019	spring	1	Before	0	0	2	2	46	178	11	1	376	376	9201684504	9014133325	13616516	Korean	95	2	1	220	5279	37.54815674	127.1573105	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000453	2019	spring	1	Before	0	2	2	2	0	161	8	3	398	302	9202778265	9179181917	15637448	Korean	76	0	1	212	5282	37.54922104	127.169632	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000428	2019	spring	1	Before	0	0	2	2	128	86	12	4	16	16	3320163530	3226806050	4402191	Korean	61	0	0	224	5367	37.53143311	127.1438141	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000392	2019	spring	1	Before	0	0	2	2	201	139	14	1	1611	562	12329901144	12284832548	11502652	Korean	68	0	1	346	5225	37.56046295	127.1585465	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010005522	2019	spring	1	Before	0	0	2	2	88	73	11	2	45	40	2593896448	2553495547	4873083	Korean	64	0	0	178	5213	37.56382751	127.1779022	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000443	2019	spring	1	Before	0	1	2	2	454	0	17	1	1465	863	15400137224	15172898257	11608950	Korean	82	1	1	407	5234	37.55608749	127.1509781	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000423	2019	spring	1	Before	0	1	2	2	352	0	13	1	506	300	13661517128	13628724769	12168504	Korean	69	0	1	323	5412	37.51971817	127.1412201	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000434	2019	spring	1	Before	0	2	2	2	0	168	9	2	33	33	2645713221	2607592016	4811056	Korean	77	0	0	169	5268	37.54977798	127.1495819	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000609	2019	spring	1	Before	0	0	2	2	116	108	12	1	334	299	7771437110	7719271560	10964874	Korean	78	0	1	208	5306	37.54949951	127.1425552	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010005563	2019	spring	1	Before	0	0	2	2	96	87	11	3	49	41	2817062134	2629238110	4456336	Korean	66	0	0	186	5237	37.55654907	127.1356964	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000558	2019	spring	1	Before	0	0	2	2	237	160	15	1	2064	2064	14040053508	13986818248	11334537	Korean	76	0	1	347	5279	37.54891586	127.1582031	1	883.4	10	425267	2.35	1.8	1.5	40.8	22.2
S010000576	2019	fall	2	Before	0	0	2	2	46	178	11	1	376	376	9201684504	9014133325	13616516	Korean	95	2	1	220	5279	37.54815674	127.1573105	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000423	2019	fall	2	Before	0	1	2	2	352	0	13	1	506	300	13661517128	13628724769	12168504	Korean	66	0	1	323	5412	37.51971817	127.1412201	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000428	2019	fall	2	Before	0	0	2	2	128	86	12	4	16	16	3320163530	3226806050	4402191	Korean	79	0	0	224	5367	37.53143311	127.1438141	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010005522	2019	fall	2	Before	0	0	2	2	88	73	11	2	45	40	2593896448	2553495547	4873083	Korean	59	0	0	178	5213	37.56382751	127.1779022	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010005563	2019	fall	2	Before	0	0	2	2	96	87	11	3	49	41	2817062134	2629238110	4456336	Korean	60	0	0	186	5237	37.55654907	127.1356964	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000609	2019	fall	2	Before	0	0	2	2	116	108	12	1	334	299	7771437110	7719271560	10964874	Korean	75	0	1	208	5306	37.54949951	127.1425552	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000392	2019	fall	2	Before	0	0	2	2	201	139	14	1	1611	562	12329901144	12284832548	11502652	Korean	65	0	1	346	5225	37.56046295	127.1585465	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000434	2019	fall	2	Before	0	2	2	2	0	168	9	2	33	33	2645713221	2607592016	4811056	Korean	76	0	0	169	5268	37.54977798	127.1495819	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000453	2019	fall	2	Before	0	2	2	2	0	161	8	3	398	302	9202778265	9179181917	15637448	Korean	69	0	1	212	5282	37.54922104	127.169632	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000443	2019	fall	2	Before	0	1	2	2	454	0	17	1	1465	863	15400137224	15172898257	11608950	Korean	80	1	1	407	5234	37.55608749	127.1509781	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000371	2019	fall	2	Before	0	0	2	2	104	79	13	0	894	529	8023106764	7911653078	12885428	Korean	77	0	1	195	5279	37.54988861	127.1607056	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000558	2019	fall	2	Before	0	0	2	2	237	160	15	1	2064	2064	14040053508	13986818248	11334537	Korean	69	0	1	347	5279	37.54891586	127.1582031	2	891.22	10	426219	2.35	1.8	1.5	40.8	22.2
S010000576	2020	spring	3	After	1	0	2	2	46	171	11	1	122	86	7952074529	7636108042	11431300	Korean	90	2	1	220	5279	37.54815674	127.1573105	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000443	2020	spring	3	After	1	1	2	2	420	0	17	2	80	78	12968393912	12717449849	9920008	Korean	80	1	1	407	5234	37.55608749	127.1509781	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010005522	2020	spring	3	After	1	0	2	2	110	70	11	1	0	0	2786795908	2605387916	4897346	Korean	62	0	0	178	5213	37.56382751	127.1779022	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010005563	2020	spring	3	After	1	0	2	2	87	95	10	5	0	0	3092257099	3022400956	5265507	Korean	63	0	0	186	5237	37.55654907	127.1356964	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000371	2020	spring	3	After	1	0	2	2	118	93	13	2	0	0	7363070705	7312869594	12007996	Korean	69	0	1	195	5279	37.54988861	127.1607056	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000609	2020	spring	3	After	1	0	2	2	120	121	14	1	156	156	7057916661	6936485939	10052878	Korean	74	0	1	208	5306	37.54949951	127.1425552	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000453	2020	spring	3	After	1	2	2	2	0	188	8	6	20	12	8955297657	8844240585	15935569	Korean	70	0	1	212	5282	37.54922104	127.169632	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000392	2020	spring	3	After	1	0	2	2	211	144	14	2	74	65	9761287875	9614635082	9078976	Korean	69	0	1	346	5225	37.56046295	127.1585465	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000423	2020	spring	3	After	1	1	2	2	343	0	13	1	0	0	10574491935	10451343684	9841190	Korean	67	0	1	323	5412	37.51971817	127.1412201	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000428	2020	spring	3	After	1	0	2	2	157	87	11	3	6	6	3148942410	3077657879	4473340	Korean	57	0	0	224	5367	37.53143311	127.1438141	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000558	2020	spring	3	After	1	0	2	2	244	170	14	2	0	0	11042208882	10777794092	9203923	Korean	71	0	1	347	5279	37.54891586	127.1582031	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000434	2020	spring	3	After	1	2	2	2	0	171	10	1	0	0	2662406675	2631790873	4993911	Korean	53	0	0	169	5268	37.54977798	127.1495819	1	1010.2	10	452646	2.21	1.7	1.6	48.8	26.3
S010000443	2020	fall	4	After	2	1	2	2	420	0	17	2	80	78	12968393912	12717449849	9920008	Korean	80	1	1	407	5234	37.55608749	127.1509781	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000576	2020	fall	4	After	2	0	2	2	46	171	11	1	122	86	7952074529	7636108042	11431300	Korean	80	2	1	220	5279	37.54815674	127.1573105	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000558	2020	fall	4	After	2	0	2	2	244	170	14	2	0	0	11042208882	10777794092	9203923	Korean	63	0	1	347	5279	37.54891586	127.1582031	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000371	2020	fall	4	After	2	0	2	2	118	93	13	2	0	0	7363070705	7312869594	12007996	Korean	77	0	1	195	5279	37.54988861	127.1607056	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000434	2020	fall	4	After	2	2	2	2	0	171	10	1	0	0	2662406675	2631790873	4993911	Korean	53	0	0	169	5268	37.54977798	127.1495819	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000423	2020	fall	4	After	2	1	2	2	343	0	13	1	0	0	10574491935	10451343684	9841190	Korean	67	0	1	323	5412	37.51971817	127.1412201	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000392	2020	fall	4	After	2	0	2	2	211	144	14	2	74	65	9761287875	9614635082	9078976	Korean	53	0	1	346	5225	37.56046295	127.1585465	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010005522	2020	fall	4	After	2	0	2	2	110	70	11	1	0	0	2786795908	2605387916	4897346	Korean	62	0	0	178	5213	37.56382751	127.1779022	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000453	2020	fall	4	After	2	2	2	2	0	188	8	6	20	12	8955297657	8844240585	15935569	Korean	51	0	1	212	5282	37.54922104	127.169632	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000609	2020	fall	4	After	2	0	2	2	120	121	14	1	156	156	7057916661	6936485939	10052878	Korean	66	0	1	208	5306	37.54949951	127.1425552	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000428	2020	fall	4	After	2	0	2	2	157	87	11	3	6	6	3148942410	3077657879	4473340	Korean	80	0	0	224	5367	37.53143311	127.1438141	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010005563	2020	fall	4	After	2	0	2	2	87	95	10	5	0	0	3092257099	3022400956	5265507	Korean	58	0	0	186	5237	37.55654907	127.1356964	2	1120.59	10	458058	2.18	1.7	1.6	48.8	26.3
S010000434	2021	spring	5	After	3	2	2	2	0	170	9	1	43	46	2954221066	2309113659	4381620	Korean	74	0	0	170	5268	37.54977798	127.1495819	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000443	2021	spring	5	After	3	1	2	2	407	0	17	1	400	400	12614931252	12362669275	10141648	Korean	82	1	1	407	5234	37.55608749	127.1509781	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000558	2021	spring	5	After	3	0	2	2	195	165	15	1	335	959	11586617549	11214862316	10076246	Korean	73	0	1	360	5279	37.54891586	127.1582031	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000423	2021	spring	5	After	3	1	2	2	369	0	12	2	186	266	10567111566	10399554695	10155815	Korean	60	0	1	369	5412	37.51971817	127.1412201	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010005522	2021	spring	5	After	3	0	2	2	89	89	11	5	0	0	2296387777	2245934614	4237613	Korean	71	0	0	178	5213	37.56382751	127.1779022	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000576	2021	spring	5	After	3	0	2	2	46	186	11	1	27	27	8558751599	8221849097	12326610	Korean	87	2	1	232	5279	37.54815674	127.1573105	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000453	2021	spring	5	After	3	2	2	2	0	211	10	2	103	103	9168096266	8884223061	14399065	Korean	71	0	1	211	5282	37.54922104	127.169632	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010005563	2021	spring	5	After	3	0	2	2	99	94	11	3	0	0	3089948773	2532454752	4411942	Korean	67	0	0	193	5237	37.55654907	127.1356964	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000609	2021	spring	5	After	3	0	2	2	108	112	15	0	78	78	10406491649	9910268030	14791445	Korean	72	0	1	220	5306	37.54949951	127.1425552	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000371	2021	spring	5	After	3	0	2	2	109	97	13	2	353	353	6928869753	6411357560	10614830	Korean	51	0	1	206	5279	37.54988861	127.1607056	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000392	2021	spring	5	After	3	0	2	2	211	135	14	1	4	4	12239649312	10578333156	10290207	Korean	63	0	1	346	5225	37.56046295	127.1585465	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000428	2021	spring	5	After	3	0	2	2	130	94	11	0	25	25	2938498184	2610039061	3878216	Korean	61	0	0	224	5367	37.53143311	127.1438141	1	1273.57	10	464900	2.15	1.6	1.4	47.5	26.7
S010000609	2021	fall	6	After	4	0	2	2	108	112	15	0	78	78	10406491649	9910268030	14791445	Korean	64	0	1	220	5306	37.5495007	127.1425564	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010005522	2021	fall	6	After	4	0	2	2	89	89	11	5	0	0	2296387777	2245934614	4237613	Korean	62	0	0	178	5213	37.56382873	127.1779057	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000371	2021	fall	6	After	4	0	2	2	109	97	13	2	353	353	6928869753	6411357560	10614830	Korean	56	0	1	206	5279	37.54989	127.160702	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000434	2021	fall	6	After	4	2	2	2	0	170	9	1	43	46	2954221066	2309113659	4381620	Korean	50	0	0	170	5268	37.54977642	127.1495812	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000423	2021	fall	6	After	4	1	2	2	369	0	12	2	186	266	10567111566	10399554695	10155815	Korean	66	0	1	369	5412	37.51971854	127.1412227	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010005563	2021	fall	6	After	4	0	2	2	99	94	11	3	0	0	3089948773	2532454752	4411942	Korean	64	0	0	193	5237	37.556548	127.135694	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000392	2021	fall	6	After	4	0	2	2	211	135	14	1	4	4	12239649312	10578333156	10290207	Korean	65	0	1	346	5225	37.56046136	127.1585483	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000428	2021	fall	6	After	4	0	2	2	130	94	11	0	25	25	2938498184	2610039061	3878216	Korean	53	0	0	224	5367	37.53143204	127.1438107	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000558	2021	fall	6	After	4	0	2	2	195	165	15	1	335	959	11586617549	11214862316	10076246	Korean	73	0	1	360	5279	37.548915	127.158204	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000443	2021	fall	6	After	4	1	2	2	407	0	17	1	400	400	12614931252	12362669275	10141648	Korean	75	1	1	407	5234	37.556089	127.150977	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000576	2021	fall	6	After	4	0	2	2	46	186	11	1	27	27	8558751599	8221849097	12326610	Korean	87	2	1	232	5279	37.548158	127.157312	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000453	2021	fall	6	After	4	2	2	2	0	211	10	2	103	103	9168096266	8884223061	14399065	Korean	67	0	1	211	5282	37.54922	127.169635	2	1367.67	10	464163	2.15	1.6	1.4	47.5	26.7
S010000392	2022	spring	7	After	5	0	2	2	221	124	14	5	37	37	13178526851	12864685828	12453713	Korean	67	0	1	345	5225	37.56046136	127.1585483	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010000558	2022	spring	7	After	5	0	2	2	193	154	14	1	256	400	13642627931	12864406582	12067924	Korean	74	0	1	347	5279	37.548915	127.158204	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010000443	2022	spring	7	After	5	1	2	2	398	0	17	1	258	258	13625880012	13522182196	11056568	Korean	76	1	1	398	5234	37.556089	127.150977	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010000434	2022	spring	7	After	5	2	2	2	0	169	10	1	6	6	3430736166	3407251236	6195002	Korean	71	0	0	169	5268	37.54977642	127.1495812	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010005563	2022	spring	7	After	5	0	2	2	101	85	11	1	0	0	3278406732	3213401196	5320201	Korean	73	0	0	186	5237	37.556548	127.135694	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010000371	2022	spring	7	After	5	0	2	2	107	88	13	4	97	97	7714218597	7682149825	12491300	Korean	67	0	1	195	5279	37.54989	127.160702	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010000453	2022	spring	7	After	5	2	2	2	0	212	10	3	79	79	9520767040	9148909728	13883019	Korean	75	0	1	212	5282	37.54922	127.169635	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010000576	2022	spring	7	After	5	0	2	2	50	170	11	1	17	17	8886838345	8698512107	13100169	Korean	90	2	1	220	5279	37.548158	127.157312	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010000423	2022	spring	7	After	5	1	2	2	314	0	12	2	177	200	11119879809	11095950797	10986090	Korean	64	0	1	314	5412	37.51971854	127.1412227	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010005522	2022	spring	7	After	5	0	2	2	86	80	10	1	21	21	2557939818	2293883963	4419815	Korean	69	0	0	166	5213	37.56382873	127.1779057	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010000428	2022	spring	7	After	5	0	2	2	109	83	10	1	0	0	3075285018	3062952997	4756138	Korean	70	0	0	192	5367	37.53143204	127.1438107	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010000609	2022	spring	7	After	5	0	2	2	109	102	12	2	71	79	6992180343	6979589482	10922675	Korean	77	0	1	211	5306	37.5495007	127.1425564	1	1419.01	10	461300	2.17	1.4	1.5	46.5	25.4
S010000609	2022	fall	8	After	6	0	2	2	109	102	12	2	71	79	6992180343	6979589482	10922675	Korean	71	0	1	211	5306	37.5495007	127.1425564	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010005522	2022	fall	8	After	6	0	2	2	86	80	10	1	21	21	2557939818	2293883963	4419815	Korean	72	0	0	166	5213	37.56382873	127.1779057	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010000428	2022	fall	8	After	6	0	2	2	109	83	10	1	0	0	3075285018	3062952997	4756138	Korean	62	0	0	192	5367	37.53143204	127.1438107	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010000443	2022	fall	8	After	6	1	2	2	398	0	17	1	258	258	13625880012	13522182196	11056568	Korean	68	1	1	398	5234	37.556089	127.150977	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010000371	2022	fall	8	After	6	0	2	2	107	88	13	4	97	97	7714218597	7682149825	12491300	Korean	57	0	1	195	5279	37.54989	127.160702	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010000434	2022	fall	8	After	6	2	2	2	0	169	10	1	6	6	3430736166	3407251236	6195002	Korean	68	0	0	169	5268	37.54977642	127.1495812	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010000392	2022	fall	8	After	6	0	2	2	221	124	14	5	37	37	13178526851	12864685828	12453713	Korean	64	0	1	345	5225	37.56046136	127.1585483	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010000576	2022	fall	8	After	6	0	2	2	50	170	11	1	17	17	8886838345	8698512107	13100169	Korean	89	2	1	220	5279	37.548158	127.157312	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010000423	2022	fall	8	After	6	1	2	2	314	0	12	2	177	200	11119879809	11095950797	10986090	Korean	63	0	1	314	5412	37.51971854	127.1412227	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010000453	2022	fall	8	After	6	2	2	2	0	212	10	3	79	79	9520767040	9148909728	13883019	Korean	66	0	1	212	5282	37.54922	127.169635	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010000558	2022	fall	8	After	6	0	2	2	193	154	14	1	256	400	13642627931	12864406582	12067924	Korean	68	0	1	347	5279	37.548915	127.158204	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010005563	2022	fall	8	After	6	0	2	2	101	85	11	1	0	0	3278406732	3213401196	5320201	Korean	70	0	0	186	5237	37.556548	127.135694	2	1411.35	10	460617	2.17	1.4	1.5	46.5	25.4
S010005522	2023	spring	9	After	7	0	2	2	82	81	10	2	66	72				Korean	71	0	0	163	5213	37.56382873	127.1779057	1	1407.62	10	459982	2.17	1.4	1.5	46.5	25.6
S010000453	2023	spring	9	After	7	2	2	2	0	245	11	3	64	64				Korean	79	0	1	245	5282	37.54922	127.169635	1	1407.62	10	459982	2.17	1.4	1.5	46.5	25.6
S010000434	2023	spring	9	After	7	2	2	2	0	181	11	3	20	20				Korean	70	0	0	181	5268	37.54977642	127.1495812	1	1407.62	10	459982	2.17	1.4	1.5	46.5	25.6
S010000443	2023	spring	9	After	7	1	2	2	421	0	16	1	152	173				Korean	78	1	1	421	5234	37.556089	127.150977	1	1407.62	10	459982	2.17	1.4	1.5	46.5	25.6
S010000576	2023	spring	9	After	7	0	2	2	40	179	12	1	103	112				Korean	88	2	1	219	5279	37.548158	127.157312	1	1407.62	10	459982	2.17	1.4	1.5	46.5	25.6
S010000428	2023	spring	9	After	7	0	2	2	128	96	11	2	0	0				Korean	69	0	0	224	5367	37.53143204	127.1438107	1	1407.62	10	459982	2.17	1.4	1.5	46.5	25.6
S010000392	2023	spring	9	After	7	0	2	2	219	132	15	3	30	30				Korean	69	0	1	351	5225	37.56046136	127.1585483	1	1407.62	10	459982	2.17	1.4	1.5	46.5	25.6
S010005563	2023	spring	9	After	7	0	2	2	114	97	13	3	0	0				Korean	68	0	0	211	5237	37.556548	127.135694	1	1407.62	10	459982	2.17	1.4	1.5	46.5	25.6
S010000423	2023	spring	9	After	7	1	2	2	323	0	12	1	227	227				Korean	72	0	1	323	5412	37.51971854	127.1412227	1	1407.62	10	459982	2.17	1.4	1.5	46.5	25.6
S010000558	2023	spring	9	After	7	0	2	2	201	151	15	1	328	576				Korean	72	0	1	352	5279	37.548915	127.158204	1	1407.62	10	459982	2.17	1.4	1.5	46.5	25.6
