schoolid	year	term	time	COVID-19	after_covid	single_gender_sch	area_code	grade	male	female	pupil_teacher_ratio	dropout_rate	asp_enrollment	asp_participant	settlement_revenue	settlement_expense	ppexp	Subjects	Score	schooltype	private	enrollment	zipcode	latitude	longitude	term_num	house_price	library	pop	library_per	divorce	priv_academy	fiscal_auto	fiscal_indep
S010000417	2019	spring	1	Before	0	2	23	2	0	200	12	2	1088	580	7945938122	7875175847	11413298	Korean	63	0	1	196	3061	37.5777626	126.9835587	1	787.08	9	152778	5.89	1.8	1.7	63.6	47.4
S010000417	2019	fall	2	Before	0	2	23	2	0	200	12	2	1088	580	7945938122	7875175847	11413298	Korean	54	0	1	196	3061	37.5777626	126.9835587	2	826.23	9	151767	5.93	1.8	1.7	63.6	47.4
S010000450	2019	fall	2	Before	0	2	23	2	0	121	9	3	146	123	6415720444	6379283542	14904868	Korean	68	0	1	124	3016	37.60351563	126.9538345	2	826.23	9	151767	5.93	1.8	1.7	63.6	47.4
S010005494	2019	fall	2	Before	0	0	23	2	45	103	8	4	468	299	5931822619	5830788361	12957308	Korean	76	2	0	144	3066	37.59154129	126.9960022	2	826.23	9	151767	5.93	1.8	1.7	63.6	47.4
S010000569	2019	fall	2	Before	0	0	23	2	117	8	5	0	339	269	6397367491	6310788479	16784012	Korean		2	0	126	3066	37.59155655	126.9984665	2	826.23	9	151767	5.93	1.8	1.7	63.6	47.4
S010000444	2019	fall	2	Before	0	2	23	2	0	193	13	2	425	296	8080138820	7943234828	11855574	Korean	68	0	1	168	3039	37.57836914	126.9669113	2	826.23	9	151767	5.93	1.8	1.7	63.6	47.4
S010000382	2019	fall	2	Before	0	1	23	2	206	0	12	1	594	242	9518621109	9443999426	14641860	Korean	60	0	1	142	3067	37.59217453	127.0002289	2	826.23	9	151767	5.93	1.8	1.7	63.6	47.4
S010000379	2019	fall	2	Before	0	1	23	2	261	0	1	1	109	94	4297264578	4263058190	5111581	Korean	63	0	0	179	3047	37.5874176	126.9714356	2	826.23	9	151767	5.93	1.8	1.7	63.6	47.4
S010000533	2019	fall	2	Before	0	1	23	2	334	0	15	2	704	482	11703135425	11652261349	11951037	Korean	75	1	1	293	3051	37.58402634	126.9868774	2	826.23	9	151767	5.93	1.8	1.7	63.6	47.4
S010000409	2019	fall	2	Before	0	1	23	2	224	0	13	2	462	272	8314244502	8294068957	12324025	Korean	57	0	1	107	3029	37.57352448	126.9618759	2	826.23	9	151767	5.93	1.8	1.7	63.6	47.4
S010000424	2019	fall	2	Before	0	1	23	2	290	0	13	1	463	420	10857436108	10800981982	12603246	Korean	71	0	1	186	3083	37.58496857	127.0030975	2	826.23	9	151767	5.93	1.8	1.7	63.6	47.4
S010005494	2020	spring	3	After	1	0	23	2	38	113	8	3	33	29	4594631434	4316468249	9656528	Korean	81	2	0	144	3066	37.59154129	126.9960022	1	865	9	151217	5.95	1.9	1.6	62.2	47
S010000569	2020	spring	3	After	1	0	23	2	116	9	5	0	0	0	5632081056	5370077525	14131783	Korean		2	0	126	3066	37.59155655	126.9984665	1	865	9	151217	5.95	1.9	1.6	62.2	47
S010000444	2020	spring	3	After	1	2	23	2	0	214	11	3	0	0	6901005588	6790646149	11509570	Korean	69	0	1	168	3039	37.57836914	126.9669113	1	865	9	151217	5.95	1.9	1.6	62.2	47
S010000450	2020	spring	3	After	1	2	23	2	0	153	10	3	0	0	6868814811	6739455424	15709686	Korean	69	0	1	124	3016	37.60351563	126.9538345	1	865	9	151217	5.95	1.9	1.6	62.2	47
S010000409	2020	spring	3	After	1	1	23	2	204	0	11	3	0	0	7497633852	7342395749	12572596	Korean	66	0	1	107	3029	37.57352448	126.9618759	1	865	9	151217	5.95	1.9	1.6	62.2	47
S010000424	2020	spring	3	After	1	1	23	2	250	0	13	3	463	420	8607937644	8419643206	10644302	Korean	75	0	1	186	3083	37.58496857	127.0030975	1	865	9	151217	5.95	1.9	1.6	62.2	47
S010000417	2020	spring	3	After	1	2	23	2	0	222	11	1	0	0	7531988678	7425642321	11657209	Korean	67	0	1	196	3061	37.5777626	126.9835587	1	865	9	151217	5.95	1.9	1.6	62.2	47
S010000533	2020	spring	3	After	1	1	23	2	301	0	15	2	0	0	9375148401	9229996236	9956846	Korean	78	1	1	293	3051	37.58402634	126.9868774	1	865	9	151217	5.95	1.9	1.6	62.2	47
S010000382	2020	spring	3	After	1	1	23	2	171	0	11	1	0	0	8545514169	8342590254	14765646	Korean	63	0	1	142	3067	37.59217453	127.0002289	1	865	9	151217	5.95	1.9	1.6	62.2	47
S010000379	2020	spring	3	After	1	1	23	2	231	0	10	3	0	0	3934762353	3856333076	5311754	Korean	63	0	0	179	3047	37.5874176	126.9714356	1	865	9	151217	5.95	1.9	1.6	62.2	47
S010000409	2020	fall	4	After	2	1	23	2	204	0	11	3	0	0	7497633852	7342395749	12572596	Korean	67	0	1	107	3029	37.57352448	126.9618759	2	938.61	9	149952	6	1.9	1.6	62.2	47
S010000444	2020	fall	4	After	2	2	23	2	0	214	11	3	0	0	6901005588	6790646149	11509570	Korean	69	0	1	168	3039	37.57836914	126.9669113	2	938.61	9	149952	6	1.9	1.6	62.2	47
S010000379	2020	fall	4	After	2	1	23	2	231	0	10	3	0	0	3934762353	3856333076	5311754	Korean	53	0	0	179	3047	37.5874176	126.9714356	2	938.61	9	149952	6	1.9	1.6	62.2	47
S010000417	2020	fall	4	After	2	2	23	2	0	222	11	1	0	0	7531988678	7425642321	11657209	Korean	67	0	1	196	3061	37.5777626	126.9835587	2	938.61	9	149952	6	1.9	1.6	62.2	47
S010000424	2020	fall	4	After	2	1	23	2	250	0	13	3	463	420	8607937644	8419643206	10644302	Korean	68	0	1	186	3083	37.58496857	127.0030975	2	938.61	9	149952	6	1.9	1.6	62.2	47
S010000450	2020	fall	4	After	2	2	23	2	0	153	10	3	0	0	6868814811	6739455424	15709686	Korean	69	0	1	124	3016	37.60351563	126.9538345	2	938.61	9	149952	6	1.9	1.6	62.2	47
S010000382	2020	fall	4	After	2	1	23	2	171	0	11	1	0	0	8545514169	8342590254	14765646	Korean	65	0	1	142	3067	37.59217453	127.0002289	2	938.61	9	149952	6	1.9	1.6	62.2	47
S010000533	2020	fall	4	After	2	1	23	2	301	0	15	2	0	0	9375148401	9229996236	9956846	Korean	66	1	1	293	3051	37.58402634	126.9868774	2	938.61	9	149952	6	1.9	1.6	62.2	47
S010005494	2020	fall	4	After	2	0	23	2	38	113	8	3	33	29	4594631434	4316468249	9656528	Korean	76	2	0	144	3066	37.59154129	126.9960022	2	938.61	9	149952	6	1.9	1.6	62.2	47
S010000569	2020	fall	4	After	2	0	23	2	116	9	5	0	0	0	5632081056	5370077525	14131783	Korean		2	0	126	3066	37.59155655	126.9984665	2	938.61	9	149952	6	1.9	1.6	62.2	47
S010000424	2021	spring	5	After	3	1	23	2	251	0	12	2	1216	460	8607937644	8419643206	10644302	Korean	70	0	1	251	3083	37.58496857	127.0030975	1	1008.61	9	147296	6.11	1.4	1.5	61.8	47.2
S010000379	2021	spring	5	After	3	1	23	2	224	0	9	0	0	0	3934762353	3856333076	5311754	Korean	70	0	0	224	3047	37.5874176	126.9714356	1	1008.61	9	147296	6.11	1.4	1.5	61.8	47.2
S010000569	2021	spring	5	After	3	0	23	2	116	14	5	0	153	145	5632081056	5370077525	14131783	Korean		2	0	130	3066	37.59155655	126.9984665	1	1008.61	9	147296	6.11	1.4	1.5	61.8	47.2
S010000417	2021	spring	5	After	3	2	23	2	0	211	11	1	126	97	7531988678	7425642321	11657209	Korean	73	0	1	211	3061	37.5777626	126.9835587	1	1008.61	9	147296	6.11	1.4	1.5	61.8	47.2
S010000409	2021	spring	5	After	3	1	23	2	158	0	10	1	0	0	7497633852	7342395749	12572596	Korean	58	0	1	158	3029	37.57352448	126.9618759	1	1008.61	9	147296	6.11	1.4	1.5	61.8	47.2
S010000533	2021	spring	5	After	3	1	23	2	293	0	14	1	284	284	9375148401	9229996236	9956846	Korean	71	1	1	293	3051	37.58402634	126.9868774	1	1008.61	9	147296	6.11	1.4	1.5	61.8	47.2
S010000444	2021	spring	5	After	3	2	23	2	0	185	11	3	212	153	6901005588	6790646149	11509570	Korean	60	0	1	185	3039	37.57836914	126.9669113	1	1008.61	9	147296	6.11	1.4	1.5	61.8	47.2
S010000450	2021	spring	5	After	3	2	23	2	0	159	10	0	0	0	6868814811	6739455424	15709686	Korean	72	0	1	159	3016	37.60351563	126.9538345	1	1008.61	9	147296	6.11	1.4	1.5	61.8	47.2
S010000382	2021	spring	5	After	3	1	23	2	179	0	11	0	238	129	8545514169	8342590254	14765646	Korean	60	0	1	179	3067	37.59217453	127.0002289	1	1008.61	9	147296	6.11	1.4	1.5	61.8	47.2
S010005494	2021	spring	5	After	3	0	23	2	40	111	8	3	228	159	4594631434	4316468249	9656528	Korean	81	2	0	151	3066	37.59154129	126.9960022	1	1008.61	9	147296	6.11	1.4	1.5	61.8	47.2
S010000379	2021	fall	6	After	4	1	23	2	224	0	9	0	0	0	3934762353	3856333076	5311754	Korean	56	0	0	224	3047	37.587418	126.971434	2	1080.27	9	145512	6.19	1.4	1.5	61.8	47.2
S010000424	2021	fall	6	After	4	1	23	2	251	0	12	2	1216	460	8607937644	8419643206	10644302	Korean	67	0	1	251	3083	37.58497032	127.0030977	2	1080.27	9	145512	6.19	1.4	1.5	61.8	47.2
S010000409	2021	fall	6	After	4	1	23	2	158	0	10	1	0	0	7497633852	7342395749	12572596	Korean	62	0	1	158	3029	37.5735255	126.9618728	2	1080.27	9	145512	6.19	1.4	1.5	61.8	47.2
S010005494	2021	fall	6	After	4	0	23	2	40	111	8	3	228	159	4594631434	4316468249	9656528	Korean	78	2	0	151	3066	37.59154	126.996	2	1080.27	9	145512	6.19	1.4	1.5	61.8	47.2
S010000450	2021	fall	6	After	4	2	23	2	0	159	10	0	0	0	6868814811	6739455424	15709686	Korean	71	0	1	159	3016	37.603516	126.953837	2	1080.27	9	145512	6.19	1.4	1.5	61.8	47.2
S010000533	2021	fall	6	After	4	1	23	2	293	0	14	1	284	284	9375148401	9229996236	9956846	Korean	68	1	1	293	3051	37.5840273	126.9868771	2	1080.27	9	145512	6.19	1.4	1.5	61.8	47.2
S010000444	2021	fall	6	After	4	2	23	2	0	185	11	3	212	153	6901005588	6790646149	11509570	Korean	67	0	1	185	3039	37.57837045	126.9669116	2	1080.27	9	145512	6.19	1.4	1.5	61.8	47.2
S010000569	2021	fall	6	After	4	0	23	2	116	14	5	0	153	145	5632081056	5370077525	14131783	Korean	87	2	0	130	3066	37.5915572	126.9984688	2	1080.27	9	145512	6.19	1.4	1.5	61.8	47.2
S010000382	2021	fall	6	After	4	1	23	2	179	0	11	0	238	129	8545514169	8342590254	14765646	Korean	61	0	1	179	3067	37.592173	127.000227	2	1080.27	9	145512	6.19	1.4	1.5	61.8	47.2
S010000417	2021	fall	6	After	4	2	23	2	0	211	11	1	126	97	7531988678	7425642321	11657209	Korean	63	0	1	211	3061	37.57776127	126.9835578	2	1080.27	9	145512	6.19	1.4	1.5	61.8	47.2
S010000379	2022	spring	7	After	5	1	23	2	190	0	9	2	0	0	3895204070	3726846033	5716022	Korean	61	0	0	190	3047	37.587418	126.971434	1	1116.21	9	144275	6.24	1.5	1.8	64.9	47.5
S010000450	2022	spring	7	After	5	2	23	2	0	133	10	1	46	44	6905759008	6744819833	14823780	Korean	64	0	1	133	3016	37.603516	126.953837	1	1116.21	9	144275	6.24	1.5	1.8	64.9	47.5
S010000382	2022	spring	7	After	5	1	23	2	142	0	11	0	432	154	9879189615	9045003518	18162658	Korean	73	0	1	142	3067	37.592173	127.000227	1	1116.21	9	144275	6.24	1.5	1.8	64.9	47.5
S010000409	2022	spring	7	After	5	1	23	2	118	0	8	1	0	0	7025903686	6486537770	13210871	Korean	66	0	1	118	3029	37.5735255	126.9618728	1	1116.21	9	144275	6.24	1.5	1.8	64.9	47.5
S010000533	2022	spring	7	After	5	1	23	2	258	0	13	2	131	131	10804687850	10530675639	11832220	Korean	72	1	1	258	3051	37.5840273	126.9868771	1	1116.21	9	144275	6.24	1.5	1.8	64.9	47.5
S010000444	2022	spring	7	After	5	2	23	2	0	168	10	3	142	130	7288911270	7128992709	12485101	Korean	73	0	1	168	3039	37.57837045	126.9669116	1	1116.21	9	144275	6.24	1.5	1.8	64.9	47.5
S010000569	2022	spring	7	After	5	0	23	2	117	9	5	0	86	71	6752262612	6554937962	17295350	Korean	87	2	0	126	3066	37.5915572	126.9984688	1	1116.21	9	144275	6.24	1.5	1.8	64.9	47.5
S010000417	2022	spring	7	After	5	2	23	2	0	199	11	2	138	115	7816302495	7057800325	11062383	Korean	64	0	1	199	3061	37.57776127	126.9835578	1	1116.21	9	144275	6.24	1.5	1.8	64.9	47.5
S010000424	2022	spring	7	After	5	1	23	2	164	0	11	2	357	357	9633503800	9220810723	13579986	Korean	65	0	1	164	3083	37.58497032	127.0030977	1	1116.21	9	144275	6.24	1.5	1.8	64.9	47.5
S010005494	2022	spring	7	After	5	0	23	2	24	100	8	1	121	97	4513864604	4285052525	9896195	Korean	79	2	0	124	3066	37.59154	126.996	1	1116.21	9	144275	6.24	1.5	1.8	64.9	47.5
S010000533	2022	fall	8	After	6	1	23	2	258	0	13	2	131	131	10804687850	10530675639	11832220	Korean	70	1	1	258	3051	37.5840273	126.9868771	2	1134.46	9	141978	6.34	1.5	1.8	64.9	47.5
S010000409	2022	fall	8	After	6	1	23	2	118	0	8	1	0	0	7025903686	6486537770	13210871	Korean	60	0	1	118	3029	37.5735255	126.9618728	2	1134.46	9	141978	6.34	1.5	1.8	64.9	47.5
S010000569	2022	fall	8	After	6	0	23	2	117	9	5	0	86	71	6752262612	6554937962	17295350	Korean	86	2	0	126	3066	37.5915572	126.9984688	2	1134.46	9	141978	6.34	1.5	1.8	64.9	47.5
S010000450	2022	fall	8	After	6	2	23	2	0	133	10	1	46	44	6905759008	6744819833	14823780	Korean	54	0	1	133	3016	37.603516	126.953837	2	1134.46	9	141978	6.34	1.5	1.8	64.9	47.5
S010000382	2022	fall	8	After	6	1	23	2	142	0	11	0	432	154	9879189615	9045003518	18162658	Korean	66	0	1	142	3067	37.592173	127.000227	2	1134.46	9	141978	6.34	1.5	1.8	64.9	47.5
S010000444	2022	fall	8	After	6	2	23	2	0	168	10	3	142	130	7288911270	7128992709	12485101	Korean	66	0	1	168	3039	37.57837045	126.9669116	2	1134.46	9	141978	6.34	1.5	1.8	64.9	47.5
S010000379	2022	fall	8	After	6	1	23	2	190	0	9	2	0	0	3895204070	3726846033	5716022	Korean	59	0	0	190	3047	37.587418	126.971434	2	1134.46	9	141978	6.34	1.5	1.8	64.9	47.5
S010005494	2022	fall	8	After	6	0	23	2	24	100	8	1	121	97	4513864604	4285052525	9896195	Korean	76	2	0	124	3066	37.59154	126.996	2	1134.46	9	141978	6.34	1.5	1.8	64.9	47.5
S010000424	2022	fall	8	After	6	1	23	2	164	0	11	2	357	357	9633503800	9220810723	13579986	Korean	72	0	1	164	3083	37.58497032	127.0030977	2	1134.46	9	141978	6.34	1.5	1.8	64.9	47.5
S010000417	2022	fall	8	After	6	2	23	2	0	199	11	2	138	115	7816302495	7057800325	11062383	Korean	62	0	1	199	3061	37.57776127	126.9835578	2	1134.46	9	141978	6.34	1.5	1.8	64.9	47.5
S010000444	2023	spring	9	After	7	2	23	2	0	158	10	2	236	184	7241071556	7229189891	13955965	Korean	75	0	1	158	3039	37.57837045	126.9669116	1	1412.57	9	141060	6.38	1.5	1.8	64	46.7
S010005494	2023	spring	9	After	7	0	23	2	33	111	7	2	117	103	4907739187	4562082323	10836300	Korean	82	2	0	144	3066	37.59154	126.996	1	1412.57	9	141060	6.38	1.5	1.8	64	46.7
S010000379	2023	spring	9	After	7	1	23	2	179	0	8	4	13	13	3927408440	3747045321	6286989	Korean	66	0	0	179	3047	37.587418	126.971434	1	1412.57	9	141060	6.38	1.5	1.8	64	46.7
S010000417	2023	spring	9	After	7	2	23	2	0	196	10	3	125	108	7940690428	7840072539	12980252	Korean	77	0	1	196	3061	37.57776127	126.9835578	1	1412.57	9	141060	6.38	1.5	1.8	64	46.7
S010000450	2023	spring	9	After	7	2	23	2	0	124	9	2	52	43	6338235621	6311848144	14921627	Korean	72	0	1	124	3016	37.603516	126.953837	1	1412.57	9	141060	6.38	1.5	1.8	64	46.7
S010000424	2023	spring	9	After	7	1	23	2	186	0	10	1	109	109	11879156012	11515600065	19517966	Korean	73	0	1	186	3083	37.58497032	127.0030977	1	1412.57	9	141060	6.38	1.5	1.8	64	46.7
S010000533	2023	spring	9	After	7	1	23	2	283	0	14	2	161	161	12020376684	11408579675	13761857	Korean	72	1	1	283	3051	37.5840273	126.9868771	1	1412.57	9	141060	6.38	1.5	1.8	64	46.7
S010000409	2023	spring	9	After	7	1	23	2	107	0	8	3	22	22	8678372664	8667934642	22340038	Korean	73	0	1	107	3029	37.5735255	126.9618728	1	1412.57	9	141060	6.38	1.5	1.8	64	46.7
S010000382	2023	spring	9	After	7	1	23	2	134	0	11	2	155	217	10099597115	10074172473	21664888	Korean	74	0	1	134	3067	37.592173	127.000227	1	1412.57	9	141060	6.38	1.5	1.8	64	46.7
S010000569	2023	spring	9	After	7	0	23	2	112	11	5	0	29	29	7289239850	7105129746	18551252	Korean	92	2	0	123	3066	37.5915572	126.9984688	1	1412.57	9	141060	6.38	1.5	1.8	64	46.7
S010000525	2019	spring	1	Before	0	0	24	2	129	0	10	3	358	222	7684589355	7635603145	19379704	Korean	62	0	1	107	4603	37.55268097	127.0060577	1	962.04	8	125942	6.35	1.9	0.9	61.1	54.9
S010000516	2019	spring	1	Before	0	2	24	2	0	410	17	1	709	559	13935802242	13765127959	11227674	Korean	78	1	1	381	4516	37.56570053	126.9705582	1	962.04	8	125942	6.35	1.9	0.9	61.1	54.9
S010000566	2019	spring	1	Before	0	1	24	2	242	0	13	2	1180	675	10589343041	10419482110	13673861	Korean	59	0	1	213	4500	37.55382538	126.9622116	1	962.04	8	125942	6.35	1.9	0.9	61.1	54.9
S010000575	2019	spring	1	Before	0	2	24	2	0	139	9	2	432	240	6042294793	6027693280	14957055	Korean	81	2	1	139	4516	37.56557846	126.9696426	1	962.04	8	125942	6.35	1.9	0.9	61.1	54.9
S010000469	2019	spring	1	Before	0	1	24	2	143	0	10	3	96	88	3193050603	3114274390	6556367	Korean	74	0	0	118	4579	37.56416321	127.0223846	1	962.04	8	125942	6.35	1.9	0.9	61.1	54.9
S010000566	2019	fall	2	Before	0	1	24	2	242	0	13	2	1180	675	10589343041	10419482110	13673861	Korean	60	0	1	213	4500	37.55382538	126.9622116	2	971.89	8	126409	6.33	1.9	0.9	61.1	54.9
S010000575	2019	fall	2	Before	0	2	24	2	0	139	9	2	432	240	6042294793	6027693280	14957055	Korean	81	2	1	139	4516	37.56557846	126.9696426	2	971.89	8	126409	6.33	1.9	0.9	61.1	54.9
S010000516	2019	fall	2	Before	0	2	24	2	0	410	17	1	709	559	13935802242	13765127959	11227674	Korean	76	1	1	381	4516	37.56570053	126.9705582	2	971.89	8	126409	6.33	1.9	0.9	61.1	54.9
S010000469	2019	fall	2	Before	0	1	24	2	143	0	10	3	96	88	3193050603	3114274390	6556367	Korean	71	0	0	118	4579	37.56416321	127.0223846	2	971.89	8	126409	6.33	1.9	0.9	61.1	54.9
S010000525	2019	fall	2	Before	0	0	24	2	129	0	10	3	358	222	7684589355	7635603145	19379704	Korean	56	0	1	107	4603	37.55268097	127.0060577	2	971.89	8	126409	6.33	1.9	0.9	61.1	54.9
S010000575	2020	spring	3	After	1	2	24	2	0	132	9	1	0	0	5136425462	5064386550	12473858	Korean	84	2	1	139	4516	37.56557846	126.9696426	1	1033.69	8	126175	6.34	2.1	0.9	59.5	53.5
S010000525	2020	spring	3	After	1	0	24	2	133	0	11	1	0	0	6020909053	5981058895	14517133	Korean	59	0	1	107	4603	37.55268097	127.0060577	1	1033.69	8	126175	6.34	2.1	0.9	59.5	53.5
S010000566	2020	spring	3	After	1	1	24	2	243	0	12	1	856	613	8199710699	8070455873	11463716	Korean	39	0	1	213	4500	37.55382538	126.9622116	1	1033.69	8	126175	6.34	2.1	0.9	59.5	53.5
S010000469	2020	spring	3	After	1	1	24	2	163	0	10	1	0	0	3302995217	3258591439	7007724	Korean	71	0	0	118	4579	37.56416321	127.0223846	1	1033.69	8	126175	6.34	2.1	0.9	59.5	53.5
S010000516	2020	spring	3	After	1	2	24	2	0	382	16	1	60	55	10977479217	10860269510	9386577	Korean	84	1	1	381	4516	37.56570053	126.9705582	1	1033.69	8	126175	6.34	2.1	0.9	59.5	53.5
S010000575	2020	fall	4	After	2	2	24	2	0	132	9	1	0	0	5136425462	5064386550	12473858	Korean	80	2	1	139	4516	37.56557846	126.9696426	2	1147.6	8	125800	6.36	2.1	0.9	59.5	53.5
S010000469	2020	fall	4	After	2	1	24	2	163	0	10	1	0	0	3302995217	3258591439	7007724	Korean	58	0	0	118	4579	37.56416321	127.0223846	2	1147.6	8	125800	6.36	2.1	0.9	59.5	53.5
S010000566	2020	fall	4	After	2	1	24	2	243	0	12	1	856	613	8199710699	8070455873	11463716	Korean	38	0	1	213	4500	37.55382538	126.9622116	2	1147.6	8	125800	6.36	2.1	0.9	59.5	53.5
S010000516	2020	fall	4	After	2	2	24	2	0	382	16	1	60	55	10977479217	10860269510	9386577	Korean	77	1	1	381	4516	37.56570053	126.9705582	2	1147.6	8	125800	6.36	2.1	0.9	59.5	53.5
S010000525	2020	fall	4	After	2	0	24	2	133	0	11	1	0	0	6020909053	5981058895	14517133	Korean	60	0	1	107	4603	37.55268097	127.0060577	2	1147.6	8	125800	6.36	2.1	0.9	59.5	53.5
S010000525	2021	spring	5	After	3	0	24	2	144	0	11	2	105	94	6020909053	5981058895	14517133	Korean	59	0	1	144	4603	37.55268097	127.0060577	1	1269.63	8	124552	6.42	1.9	0.7	59.9	55.3
S010000575	2021	spring	5	After	3	2	24	2	0	139	9	1	168	109	5136425462	5064386550	12473858	Korean	82	2	1	139	4516	37.56557846	126.9696426	1	1269.63	8	124552	6.42	1.9	0.7	59.9	55.3
S010000516	2021	spring	5	After	3	2	24	2	0	364	16	1	402	402	10977479217	10860269510	9386577	Korean	80	1	1	364	4516	37.56570053	126.9705582	1	1269.63	8	124552	6.42	1.9	0.7	59.9	55.3
S010000566	2021	spring	5	After	3	1	24	2	213	0	11	1	1042	561	8199710699	8070455873	11463716	Korean	57	0	1	213	4500	37.55382538	126.9622116	1	1269.63	8	124552	6.42	1.9	0.7	59.9	55.3
S010000469	2021	spring	5	After	3	1	24	2	150	0	10	1	30	10	3302995217	3258591439	7007724	Korean	63	0	0	150	4579	37.56416321	127.0223846	1	1269.63	8	124552	6.42	1.9	0.7	59.9	55.3
S010000575	2021	fall	6	After	4	2	24	2	0	139	9	1	168	109	5136425462	5064386550	12473858	Korean	78	2	1	139	4516	37.56557705	126.9696428	2	1347.1	8	122858	6.51	1.9	0.7	59.9	55.3
S010000566	2021	fall	6	After	4	1	24	2	213	0	11	1	1042	561	8199710699	8070455873	11463716	Korean	59	0	1	213	4500	37.55382591	126.96221	2	1347.1	8	122858	6.51	1.9	0.7	59.9	55.3
S010000525	2021	fall	6	After	4	0	24	2	144	0	11	2	105	94	6020909053	5981058895	14517133	Korean	46	0	1	144	4603	37.5526811	127.006058	2	1347.1	8	122858	6.51	1.9	0.7	59.9	55.3
S010000469	2021	fall	6	After	4	1	24	2	150	0	10	1	30	10	3302995217	3258591439	7007724	Korean	59	0	0	150	4579	37.56416247	127.0223883	2	1347.1	8	122858	6.51	1.9	0.7	59.9	55.3
S010000516	2021	fall	6	After	4	2	24	2	0	364	16	1	402	402	10977479217	10860269510	9386577	Korean	79	1	1	364	4516	37.56569982	126.9705573	2	1347.1	8	122858	6.51	1.9	0.7	59.9	55.3
S010000566	2022	spring	7	After	5	1	24	2	162	0	10	0	674	438	8917568199	8642477211	13850124	Korean	51	0	1	162	4500	37.55382591	126.96221	1	1379.63	8	122173	6.55	1.7	0.9	61	55.3
S010000469	2022	spring	7	After	5	1	24	2	118	0	9	2	0	0	2512250914	2302482198	5185771	Korean	71	0	0	118	4579	37.56416247	127.0223883	1	1379.63	8	122173	6.55	1.7	0.9	61	55.3
S010000516	2022	spring	7	After	5	2	24	2	0	381	16	1	454	300	11731892181	11650417932	10337549	Korean	79	1	1	381	4516	37.56569982	126.9705573	1	1379.63	8	122173	6.55	1.7	0.9	61	55.3
S010000575	2022	spring	7	After	5	2	24	2	0	124	9	2	174	116	5441853143	5400758751	13672807	Korean	90	2	1	124	4516	37.56557705	126.9696428	1	1379.63	8	122173	6.55	1.7	0.9	61	55.3
S010000525	2022	spring	7	After	5	0	24	2	107	0	10	1	96	79	6530815347	6427904736	16481807	Korean	56	0	1	107	4603	37.5526811	127.006058	1	1379.63	8	122173	6.55	1.7	0.9	61	55.3
S010000516	2022	fall	8	After	6	2	24	2	0	381	16	1	454	300	11731892181	11650417932	10337549	Korean	83	1	1	381	4516	37.56569982	126.9705573	2	1392.01	8	120969	6.61	1.7	0.9	61	55.3
S010000575	2022	fall	8	After	6	2	24	2	0	124	9	2	174	116	5441853143	5400758751	13672807	Korean	84	2	1	124	4516	37.56557705	126.9696428	2	1392.01	8	120969	6.61	1.7	0.9	61	55.3
S010000525	2022	fall	8	After	6	0	24	2	107	0	10	1	96	79	6530815347	6427904736	16481807	Korean	50	0	1	107	4603	37.5526811	127.006058	2	1392.01	8	120969	6.61	1.7	0.9	61	55.3
S010000469	2022	fall	8	After	6	1	24	2	118	0	9	2	0	0	2512250914	2302482198	5185771	Korean	66	0	0	118	4579	37.56416247	127.0223883	2	1392.01	8	120969	6.61	1.7	0.9	61	55.3
S010000566	2022	fall	8	After	6	1	24	2	162	0	10	0	674	438	8917568199	8642477211	13850124	Korean	47	0	1	162	4500	37.55382591	126.96221	2	1392.01	8	120969	6.61	1.7	0.9	61	55.3
S010000525	2023	spring	9	After	7	0	24	2	109	0	10	1	53	45	6822133125	6794019398	18716306	Korean	55	0	1	109	4603	37.5526811	127.006058	1	1388.43	8	120963	6.61	1.7	0.9	62.4	55.8
S010000575	2023	spring	9	After	7	2	24	2	0	125	9	3	225	109	5724191636	5688233055	14585213	Korean	87	2	1	125	4516	37.56557705	126.9696428	1	1388.43	8	120963	6.61	1.7	0.9	62.4	55.8
S010000566	2023	spring	9	After	7	1	24	2	142	0	9	1	474	404	9889145622	9866225765	18650710	Korean	65	0	1	142	4500	37.55382591	126.96221	1	1388.43	8	120963	6.61	1.7	0.9	62.4	55.8
S010000516	2023	spring	9	After	7	2	24	2	0	394	14	2	573	573	13293344897	13209159394	11486226	Korean	83	1	1	394	4516	37.56569982	126.9705573	1	1388.43	8	120963	6.61	1.7	0.9	62.4	55.8
S010000469	2023	spring	9	After	7	1	24	2	142	0	10	2	0	0	4474947607	4233654850	10300863	Korean	68	0	0	142	4579	37.56416247	127.0223883	1	1388.43	8	120963	6.61	1.7	0.9	62.4	55.8
S010000547	2019	spring	1	Before	0	0	25	2	133	97	13	1	236	176	2989491865	2884636720	3861629	Korean	66	0	0	241	2021	37.61916351	127.085556	1	571	5	402203	1.24	2.4	0.7	42.9	18.1
S010005204	2019	spring	1	Before	0	0	25	2	94	96	12	4	329	193	2782784211	2718250304	4398464	Korean	77	0	0	190	2075	37.6052475	127.0929489	1	571	5	402203	1.24	2.4	0.7	42.9	18.1
S010005364	2019	spring	1	Before	0	0	25	2	134	98	12	2	365	244	3527272035	3496259254	4842465	Korean	78	0	0	199	2041	37.61550522	127.0862045	1	571	5	402203	1.24	2.4	0.7	42.9	18.1
